case_id,u1,u2,u3,u4,t_days,t_star,x_star,c_comsol_star,c_model_star,abs_err,rel_err
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.0,1.0,0.9834866356075579,0.01651336439244211,0.016513364392425595
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.02040816326530612,0.6974776144437437,0.7519993547189843,0.05452174027524059,0.0781698783532213
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.04081632653061224,0.40913889693848626,0.4620565755814667,0.052917678642980415,0.1293391536195279
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.061224489795918366,0.1974977540429723,0.24024020282711142,0.04274244878413913,0.2164199233102299
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.08163265306122448,0.07767392055461558,0.10273589201554052,0.02506197146092494,0.3226561924729965
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1020408163265306,0.025058242423949852,0.035761173977232254,0.010702931553282401,0.42712219683156094
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.12244897959183673,0.006773001166611723,0.00986665821252211,0.0030936570459103863,0.4567631053578074
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.14285714285714285,0.0015770511372708025,0.0020790006949630104,0.000501949557692208,0.3182836279123981
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.16326530612244897,0.00032519632983823293,0.00032492307231891514,2.7325751931778913e-07,0.000840284755407402
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.17500000000000002,0.00012691342737866952,9.727776770379574e-05,2.9635659674873778e-05,0.23351082744727647
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.17954545454545456,8.15669898755142e-05,5.936859419379231e-05,2.2198395681721885e-05,0.2721492535577364
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.18367346938775508,6.083078207013543e-05,3.7440761012910736e-05,2.3390021057224694e-05,0.3845096162950417
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1840909090909091,5.8989695245696226e-05,3.571198763125325e-05,2.3277707614442973e-05,0.3946063312055327
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.18863636363636366,3.894230537958225e-05,2.1180342872370084e-05,1.7761962507212168e-05,0.4561096698814146
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1931818181818182,2.685360545509506e-05,1.2390196586562862e-05,1.44634088685322e-05,0.5386021014614217
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.19772727272727275,1.8175772648447848e-05,7.151979395415898e-06,1.102379325303195e-05,0.606510262850536
