epoch,train_total,train_pde,proxy_pde_p90,proxy_pde_p50,proxy_pde_rms_excl,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,wall_s
0,nan,nan,0.8814274955358472,0.2736850445937558,0.5236780804911604,0.6167244471131492,0.793489732879117,0.8318930304610949,1.5744635416128034,0.45
100,0.0047846372151041415,0.00046905395722627804,0.027451006880733264,0.002295545804544899,0.024134587054594085,0.03010329786749661,0.006202240974304496,6.617659570092911e-05,0.041209689318295654,132.61
200,0.004601055866588343,0.00035749941064323827,0.02271482586938444,0.001728755226733436,0.02351666548916927,0.028747145451467684,0.004654041219923762,2.491841435504897e-05,0.03693267396883712,264.63
300,0.004547033310535154,0.0003218821589861896,0.01962358289909294,0.0015262194558285959,0.023413627226018762,0.02844325116114771,0.00404643908107854,2.014205803380795e-05,0.03479191885126609,387.18
400,0.004514342494411873,0.000304263353693408,0.018192896263837258,0.0014677786500520784,0.02422972189164094,0.02765240206010916,0.0035736384541728084,8.945601591894957e-06,0.03329275876201315,504.01
500,0.004493603325066501,0.0002891525811091835,0.01709358815334805,0.0012319828642186918,0.025260020742104042,0.02788992026172402,0.0032992219977366413,6.663955519851574e-06,0.03287739829062296,604.0
600,0.00448370067182575,0.0002838358972273986,0.01673168607207698,0.0011953606044105558,0.02641839594479604,0.027651944137764863,0.003122715102059837,6.723010864415633e-06,0.0324704593164327,676.44
700,0.00448370067182575,0.0002838358972273986,0.01673168607207698,0.0011953606044105558,0.02641839594479604,0.027651944137764863,0.003122715102059837,6.723010864415633e-06,0.0324704593164327,682.95
800,0.00448370067182575,0.0002838358972273986,0.01673168607207698,0.0011953606044105558,0.02641839594479604,0.027651944137764863,0.003122715102059837,6.723010864415633e-06,0.0324704593164327,689.03
900,0.00448370067182575,0.0002838358972273986,0.01673168607207698,0.0011953606044105558,0.02641839594479604,0.027651944137764863,0.003122715102059837,6.723010864415633e-06,0.0324704593164327,694.04
972,0.00448370067182575,0.0002838358972273986,0.01673168607207698,0.0011953606044105558,0.02641839594479604,0.027651944137764863,0.003122715102059837,6.723010864415633e-06,0.0324704593164327,697.73
