epoch,train_total,train_pde,proxy_pde_p90,proxy_pde_p50,proxy_pde_rms_excl,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,wall_s
0,nan,nan,0.5485570634963693,0.08188290762397551,0.2780028554131198,0.720223083796271,0.568288507998511,0.8756570910741265,1.3817971312086101,0.38
100,0.006296821232373686,0.001246946024187219,0.05137403748824398,0.001068646410836492,0.3821991411654702,0.03692732224994524,0.019302471312127853,1.1731844570633605e-05,0.06614759551780014,133.63
200,0.005429832188447578,0.0008022366421938723,0.04138098942156443,0.0018279967151455453,0.2371109342946636,0.032662451396816776,0.015003705204243468,7.220445327150551e-05,0.05481184543596357,266.43
300,0.005137360388244973,0.0006627515812838968,0.0378889655826438,0.001561001818172082,0.13615856218600458,0.03182397529702175,0.012331246030972878,5.515954360819151e-05,0.050994134838036546,397.89
400,0.0049574738061837105,0.0006131351630752368,0.03417054498286831,0.001159551454075267,0.10986474196526007,0.030588637500046718,0.01014680713584806,4.162951146528592e-05,0.04697073894036385,530.9
500,0.004870137781891551,0.0005490682426532522,0.03196122710375138,0.000832122096891214,0.10598403060492317,0.03069407675828034,0.00965390552225919,2.0409422110249983e-05,0.04535244970669163,660.62
600,0.004765369736764833,0.00046667561943011885,0.029906138031728036,0.0006692603262797834,0.11533408414030243,0.030092616176651953,0.009163454840083808,1.6654987383976193e-05,0.043404053063313394,794.9
700,0.004717420083892934,0.0004314362911251418,0.02722604345294466,0.0005708569485888365,0.11968974163012171,0.029919606022264945,0.008797586077621463,1.2972253067088934e-05,0.04139852600880486,920.88
800,0.00467655773216907,0.0003963991421439746,0.024392302937851995,0.0006089828480366553,0.1171118267847926,0.029929367327383164,0.00871504350771441,1.3090517157721107e-05,0.03958160716712206,1045.45
900,0.004631756801200675,0.00037693473271755535,0.024543279082235907,0.0005490914165353527,0.1414379132223409,0.029403735133079662,0.007996591296007936,1.0632818598714436e-05,0.03912668875968222,1174.67
1000,0.004599643114517416,0.0003593727308884099,0.02352528470569843,0.0004643783442139348,0.16159267054624235,0.028900666717769006,0.007543341970624286,9.563319682364618e-06,0.038020910782865194,1295.54
1100,0.00456850693271903,0.0003352784926344586,0.023794862336961237,0.00037959518463021036,0.18219044541955765,0.028568894089049834,0.007349211025845693,6.993588109833656e-06,0.03789971153873034,1415.07
1200,0.004554036400362017,0.0003190494369272203,0.02212711944250767,0.00040195542799749753,0.1832452700736525,0.028444833480133058,0.007490319417266515,7.596369402321099e-06,0.036807919110063904,1489.72
1300,0.004554036400362017,0.0003190494369272203,0.02212711944250767,0.00040195542799749753,0.1832452700736525,0.028444833480133058,0.007490319417266515,7.596369402321099e-06,0.036807919110063904,1496.29
1400,0.004554036400362017,0.0003190494369272203,0.02212711944250767,0.00040195542799749753,0.1832452700736525,0.028444833480133058,0.007490319417266515,7.596369402321099e-06,0.036807919110063904,1502.91
1500,0.004554036400362017,0.0003190494369272203,0.02212711944250767,0.00040195542799749753,0.1832452700736525,0.028444833480133058,0.007490319417266515,7.596369402321099e-06,0.036807919110063904,1509.29
1559,0.004554036400362017,0.0003190494369272203,0.02212711944250767,0.00040195542799749753,0.1832452700736525,0.028444833480133058,0.007490319417266515,7.596369402321099e-06,0.036807919110063904,1512.22
