epoch,train_total,train_pde,proxy_pde_p90,proxy_pde_p50,proxy_pde_rms_excl,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,wall_s
0,nan,nan,0.7280474202775818,0.32742982224763884,0.42614350301862464,0.68132232279959,0.7602703821266503,0.6435067635396838,1.4093846750898749,0.44
100,0.004607246772604076,0.00023557625490696656,0.019976234005625787,0.0019649493895021637,0.09490585752155692,0.02933116375095767,0.010771145661664878,1.750214497595919e-05,0.03708618310399298,131.92
200,0.0044598194054963425,0.00015656811555176452,0.014981095253981613,0.0012084236091975914,0.10173876842257747,0.02881691807126825,0.009113830839185414,6.3323467250862766e-06,0.033732920638435075,261.41
300,0.004393412669549941,0.0001234160404739605,0.013612137082634285,0.0010372558180292112,0.10796965840926137,0.028470418751955915,0.008112791568639793,4.0368104117806135e-06,0.03258331510451602,386.21
400,0.00436262248034442,0.0001073794364373103,0.012904878396461705,0.0010761411599684023,0.11094878268784736,0.0283902904981307,0.007621617213714142,3.258413257255795e-06,0.03210348175144489,505.74
500,0.0043452068233300915,9.73838979282855e-05,0.011850262192899457,0.001024608778780474,0.11058841846073708,0.028247679379689312,0.007365091267215121,2.628803326211443e-06,0.031505629348787846,613.77
600,0.004329664802140115,9.036852773240523e-05,0.012472867316674519,0.0009437698354322066,0.11170502506910729,0.02834587356410485,0.007015088922375932,2.151791022353774e-06,0.03175330603938166,719.55
700,0.004324056413064264,8.589212664440586e-05,0.012757115856461554,0.0008497077014825195,0.11164503465023874,0.028232688890242733,0.006966545179739177,2.1714157781162433e-06,0.03175470805100894,779.42
800,0.004324056413064264,8.589212664440586e-05,0.012757115856461554,0.0008497077014825195,0.11164503465023874,0.028232688890242733,0.006966545179739177,2.1714157781162433e-06,0.03175470805100894,785.98
900,0.004324056413064264,8.589212664440586e-05,0.012757115856461554,0.0008497077014825195,0.11164503465023874,0.028232688890242733,0.006966545179739177,2.1714157781162433e-06,0.03175470805100894,792.15
1000,0.004324056413064264,8.589212664440586e-05,0.012757115856461554,0.0008497077014825195,0.11164503465023874,0.028232688890242733,0.006966545179739177,2.1714157781162433e-06,0.03175470805100894,797.63
1069,0.004324056413064264,8.589212664440586e-05,0.012757115856461554,0.0008497077014825195,0.11164503465023874,0.028232688890242733,0.006966545179739177,2.1714157781162433e-06,0.03175470805100894,800.91
