case_id,u1,u2,u3,u4,t_days,t_star,x_star,c_comsol_star,c_model_star,abs_err,rel_err
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.0,1.0,0.9097520633919782,0.09024793660802177,0.09024793660793151
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.02040816326530612,0.6974776144437437,0.6034272439586433,0.09405037048510034,0.1348435685064575
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.04081632653061224,0.40913889693848626,0.35357693309129457,0.0555619638471917,0.13580220375724775
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.061224489795918366,0.1974977540429723,0.18625304375073107,0.011244710292241222,0.056935889456938435
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.08163265306122448,0.07767392055461558,0.08520371534162975,0.0075297947870141685,0.09694109339598395
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1020408163265306,0.025058242423949852,0.032825684588578576,0.007767442164628723,0.3099755375059697
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.12244897959183673,0.006773001166611723,0.010962889177721747,0.004189888011110024,0.6186161654815497
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.14285714285714285,0.0015770511372708025,0.003395016747730704,0.0018179656104599015,1.1527626253472387
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.16326530612244897,0.00032519632983823293,0.001035235603478885,0.000710039273640652,2.183417235398812
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.17500000000000002,0.00012691342737866952,0.000526705762040121,0.0003997923346614515,3.1501184686981873
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.17954545454545456,8.15669898755142e-05,0.00040638004310924693,0.0003248130532337327,3.9821630018135092
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.18367346938775508,6.083078207013543e-05,0.0003215118731708047,0.0002606810911006693,4.285348271780663
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1840909090909091,5.8989695245696226e-05,0.0003140069686259886,0.0002550172733802924,4.323081650024566
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.18863636363636366,3.894230537958225e-05,0.00024299963004462943,0.00020405732466504718,5.239990735937407
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.1931818181818182,2.685360545509506e-05,0.0001883364303886329,0.00016148282493353783,6.0134501934990165
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.19772727272727275,1.8175772648447848e-05,0.00014618966748445103,0.00012801389483600318,7.043105691786339
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.20227272727272727,1.1993540517369875e-05,0.00011364072674236551,0.00010164718622499564,8.475160241683675
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.2040816326530612,1.052641167283067e-05,0.00010284307981808625,9.231666814525558e-05,8.770002755405047
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.20681818181818182,8.306909061861064e-06,8.846256577278541e-05,8.015565671092435e-05,9.649274653753316
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.21136363636363636,5.264170054971282e-06,6.895407254252172e-05,6.368990248755044e-05,12.098752457408109
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.2159090909090909,3.7238467615258897e-06,5.381417271008003e-05,5.009032594855414e-05,13.451228180184534
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.22045454545454546,2.274147859476542e-06,4.2046259430368454e-05,3.9772111570891914e-05,17.488789885129403
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.22448979591836732,1.7112406552399022e-06,3.38037405741252e-05,3.20924999188853e-05,18.753926320468274
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.225,1.640068479991586e-06,3.288567945214816e-05,3.124561097215657e-05,19.05139468378917
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.24489795918367346,2.644877710233409e-07,1.1322050295453169e-05,1.1057562524429828e-05,41.807304263416185
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.26530612244897955,3.922501013406912e-08,3.826828150203029e-06,3.78760314006896e-06,96.55846024419644
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.2857142857142857,5.6216387303987895e-09,1.294241255830213e-06,1.2886196170998143e-06,229.18413913611306
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3061224489795918,7.828555439235271e-10,4.352578405591689e-07,4.3447498501524535e-07,554.2794056676757
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.32653061224489793,1.0637985316453798e-10,1.4500733277105153e-07,1.44900952917887e-07,1349.4240180777256
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3469387755102041,1.4152262892823338e-11,4.7781858175303783e-08,4.776770591241096e-08,3152.5130107817413
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.36734693877551017,1.8479649484205852e-12,1.5576757999178398e-08,1.5574910034229978e-08,5468.785717628814
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.375,8.68586169154686e-13,1.0206212863741897e-08,1.0205344277572741e-08,5461.532599371349
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3795454545454546,5.032362367522576e-13,7.93541486501371e-09,7.934911628776958e-09,5278.552655117161
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3840909090909091,3.45697835980812e-13,6.1675383065538945e-09,6.167192608717914e-09,4582.895538524037
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3877551020408163,2.373160990764453e-13,5.032302660561331e-09,5.032065344462254e-09,4066.91980183421
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.38863636363636367,2.1124960539058343e-13,4.791877325468584e-09,4.7916660758631934e-09,3955.969153292774
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.3931818181818182,1.3639172441165585e-13,3.7219150168936796e-09,3.721778625169268e-09,3275.0842383124045
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.39772727272727276,8.707256469471286e-14,2.8900827584771083e-09,2.8899956859124136e-09,2658.5122095543115
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.4022727272727273,5.339413069237797e-14,2.2436446795711483e-09,2.243591285440456e-09,2129.8687927620995
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.40681818181818186,3.535642240465037e-14,1.7414678976402811e-09,1.7414325412178764e-09,1681.9643009248357
0,0.01,0.01,0.01,0.01,100.0,0.08333333333333333,0.4081632653061224,3.0018733217466045e-14,1.6156224974555608e-09,1.6155924787223433e-09,1568.507859731563
