% Model:              3zones_15_15_70.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 9 2026, 09:41
% Dimension:          1
% Nodes:              101
% Expressions:        351
% Description:        Molar concentration, c
% Grid
0                         1                        2                        3                        4                        5                        6                        7                        8                        9                        10                       11                       12                       13                       14                       15                       16                       17                       18                       19                       20                       21                       22                       23                       24                       25                       26                       27                       28                       29                       30                       31                       32                       33                       34                       35                       36                       37                       38                       39                       40                       41                       42                       43                       44                       45                       46                       47                       48                       49                       50                       51                       52                       53                       54                       55                       56                       57                       58                       59                       60                       61                       62                       63                       64                       65                       66                       67                       68                       69                       70                       71                       72                       73                       74                       75                       76                       77                       78                       79                       80                       81                       82                       83                       84                       85                       86                       87                       88                       89                       90                       91                       92                       93                       94                       95                       96                       97                       98                       99                       100                     
% Data
% c (mol/m^3) @ t=0, u1=0.01, u2=0.01, u3=0.01
1                         -4.522845772963958E-8    2.159347170152288E-15    2.429049619556694E-20    3.234029231194618E-26    3.2960419531633407E-32   3.0016600099896487E-38   2.5681431685852386E-44   2.111589465229418E-50    1.6890005337406036E-56   1.3239176014680963E-62   1.0217940586561872E-68   7.790195122817137E-75    5.880645162805661E-81    4.402910824472972E-87    3.2738666708952506E-93   2.420083364469388E-99    1.779912873506474E-105   1.3033148956459144E-111  9.506353164339778E-118   6.910104932075516E-124   5.007517918951126E-130   3.618794268209378E-136   2.6087065070187134E-142  1.8763191843388003E-148  1.3467757137039032E-154  9.648653579058287E-161   6.900611668882571E-167   4.927386625889853E-173   3.5132250839958934E-179  2.5015087296252555E-185  1.7788787070148563E-191  1.2635029233544688E-197  8.964486853538296E-204   6.353665619595312E-210   4.4988412879213946E-216  3.1825817864569843E-222  2.249489953010255E-228   1.588675456239636E-234   1.1211204880548284E-240  7.905933449709942E-247   5.571269719169293E-253   3.9234718259839505E-259  2.761316920956563E-265   1.9422465388589397E-271  1.3653592927400635E-277  9.593019108379872E-284   6.73658736978203E-290    4.7283616157313004E-296  3.3172385754336023E-302  2.326197727734E-308      1.6305703074E-314        4.773E-321               0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
% Data
% c (mol/m^3) @ t=100, u1=0.01, u2=0.01, u3=0.01
1                         0.8551207359120235       0.7035370973406725       0.5550797663659199       0.41872944042835397      0.30124528267747547      0.20630615495644358      0.13437088082976173      0.0832460788494243       0.049116609293720755     0.027660124837926982     0.01491090100943898      0.007720170566018067     0.0038525621851088244    0.0018594801978000833    8.709784859475932E-4     3.971487279987619E-4     1.767945086321404E-4     7.703234612519889E-5     3.2928088419748134E-5    1.3836856245124265E-5    5.726267043004903E-6     2.3375557974250372E-6    9.425811625581337E-7     3.7590559326814145E-7    1.4842753951833994E-7    5.808202753619728E-8     2.2543802432186127E-8    8.685486831975137E-9     3.3237526542165112E-9    1.2641074775966692E-9    4.78062652597198E-10     1.7985853054389775E-10   6.734430580675218E-11    2.5104616636988876E-11   9.32034212333852E-12     3.4471786969156522E-12   1.2704710947973548E-12   4.667012435120171E-13    1.709151362135155E-13    6.24129848362417E-14     2.2730026603241407E-14   8.257076643562207E-15    2.9923938648971308E-15   1.0820229802341414E-15   3.904215992513578E-16    1.4059205050105399E-16   5.053162834639229E-17    1.8129419690028078E-17   6.49324638828886E-18     2.3218471964521894E-18   8.289588014162071E-19    2.955229629967683E-19    1.0520533068226208E-19   3.7402426113567253E-20   1.3280144677274216E-20   4.709455424503981E-21    1.6681141533866658E-21   5.901861242228097E-22    2.0858355270044894E-22   7.364062758058578E-23    2.5972795362011018E-23   9.151665503710738E-24    3.221642388490389E-24    1.1330913743812224E-24   3.9817759083894936E-25   1.3980609505061315E-25   4.9048446007852576E-26   1.719436185721716E-26    6.023095477116781E-27    2.108322115604555E-27    7.374759283595867E-28    2.5778761742344983E-28   9.005104757942988E-29    3.1436686749183396E-29   1.0967670994947703E-29   3.8241040411717274E-30   1.3325706992869301E-30   4.64091268422384E-31     1.615385206427099E-31    5.619724990543786E-32    1.954009612059995E-32    6.790740692489087E-33    2.3588064988035265E-33   8.189508983875774E-34    2.841968300733213E-34    9.857837152266561E-35    3.41782733556133E-35     1.1844848279520122E-35   4.1032165966859664E-36   1.4208211764985057E-36   4.917889373318649E-37    1.7015573868733588E-37   5.885006200617113E-38    2.0346192974791985E-38   7.031611867158439E-39    2.428994667070044E-39    8.379765820036468E-40    2.8639244625344785E-40   8.936837541915111E-41    0
% Data
% c (mol/m^3) @ t=200, u1=0.01, u2=0.01, u3=0.01
1                         0.910695049588524        0.8143184375356265       0.7140391059810917       0.6132561724414591       0.5153179432541054       0.42324349397217687      0.3394824791230377       0.26574546413763356      0.20292742345023887      0.15113181634407918      0.10978462379394459      0.07781147178657173      0.053841332506590865     0.03640024335654927      0.02406740123968656      0.015579884558284544     0.009885923372126239     0.0061562037062838255    0.003766855159435368     0.0022674310840138604    0.0013442527569214045    7.857775200619002E-4     4.533612336019639E-4     2.5842928374855185E-4    1.4567648719980388E-4    8.127499165318282E-5     4.4914413896376174E-5    2.4603158784592582E-5    1.3367868036555062E-5    7.208846376200077E-6     3.8605209880993545E-6    2.054122734423676E-6     1.086456085691582E-6     5.714667756789808E-7     2.990437113371992E-7     1.5574015358104143E-7    8.07482048705329E-8      4.169303817389452E-8     2.1444386612882776E-8    1.0989909964954206E-8    5.613153763825777E-9     2.8578907022266992E-9    1.4507620271431057E-9    7.344086299033288E-10    3.708030287108984E-10    1.8675828085997204E-10   9.38446569147383E-11     4.705324613602624E-11    2.354360386687305E-11    1.1757327907584521E-11   5.8606001389385365E-12   2.9161877281479774E-12   1.4486649344379884E-12   7.185151222289153E-13    3.558387759151355E-13    1.7597526104351323E-13   8.690813533441041E-14    4.286543646009831E-14    2.111629999133878E-14    1.0390016994183494E-14   5.106521276770492E-15    2.5070655035755988E-15   1.2295827683138053E-15   6.024487650750514E-16    2.948969902199301E-16    1.4421984320074133E-16   7.046927343431336E-17    3.440403834217289E-17    1.6782932512910424E-17   8.180658259364405E-18    3.9845850780776306E-18   1.939385851096174E-18    9.432847331868544E-19    4.584895871534221E-19    2.2270723401139197E-19   1.081102652254664E-19    5.2448904064845826E-20   2.543029825032997E-20    1.2323109311392145E-20   5.9683025712248715E-21   2.889020047232219E-21    1.3977407784983972E-21   6.759053982031045E-22    3.2668931584333746E-22   1.5782650388132234E-22   7.621262329138741E-23    3.678591642281686E-23    1.7748000289582279E-23   8.5592498325835E-24      4.126153864809517E-24    1.9883062083192906E-24   9.577522969847134E-25    4.611649675157165E-25    2.2196294201337254E-25   1.0677018380436572E-25   5.1283765008326265E-26   2.4488931442787564E-26   1.1373018797203666E-26   4.533505022321683E-27    0
% Data
% c (mol/m^3) @ t=300, u1=0.01, u2=0.01, u3=0.01
1                         0.9346285450066136       0.8633366588454192       0.7876306901347142       0.7092199571503719       0.6299205939740251       0.5515504765657723       0.47582443241694006      0.4042590769027221       0.3380956875415263       0.2782476023491597       0.22527591853598145      0.17939409730743497      0.14049885955861918      0.10822193402076619      0.08199521895004139      0.061121064051767544     0.04483979948421907      0.032388195829074644     0.02304483830606121      0.016160901716086074     0.011177007105527883     0.007628384448243489     0.0051413442690103365    0.003424160397463585     0.0022550875808807404    0.0014696109152013126    9.483426395188546E-4     6.063746045973557E-4     3.8442483452375773E-4    2.417966874927669E-4     1.5098109678311056E-4    9.36447523277626E-5      5.772691603176087E-5     3.538689937911333E-5     2.1582448576766353E-5    1.310289418737443E-5     7.922197779690222E-6     4.7723129236056756E-6    2.8654903095250167E-6    1.7156427421931616E-6    1.0246433678047194E-6    6.106404877745547E-7     3.6324813238874035E-7    2.1575108858080915E-7    1.279824150959911E-7     7.584035142454165E-8     4.490528728338297E-8     2.6572091311771395E-8    1.5716618392101198E-8    9.293130352860397E-9     5.494015432114536E-9     3.247801977986487E-9     1.9199948763863253E-9    1.1351501385360944E-9    6.712350037341774E-10    3.969935720015347E-10    2.348520536341516E-10    1.389687763128974E-10    8.225423406001896E-11    4.8699043048317145E-11   2.8840585052258582E-11   1.7084701188900545E-11   1.0123412268081393E-11   6.000092308135107E-12    3.557089088805166E-12    2.1092645569025327E-12   1.2510082918388155E-12   7.421219632895975E-13    4.4032107999291085E-13   2.612979601046948E-13    1.5508449645636626E-13   9.205774670539218E-14    5.4651992715939613E-14   3.244889116658424E-14    1.9268007507891555E-14   1.1442268425964776E-14   6.7955017097507994E-15   4.0360921069879446E-15   2.397326632514916E-15    1.4240221783702146E-15   8.45915203910047E-16     5.025217707372419E-16    2.985373174127547E-16    1.7736014801402924E-16   1.0537202855357584E-16   6.260441105958912E-17    3.719575675768099E-17    2.209985336392198E-17    1.3130807609206722E-17   7.801844492662598E-18    4.6355570782586615E-18   2.754173418401235E-18    1.6361463666328632E-18   9.715351515403244E-19    5.760604167873608E-19    3.399902419322601E-19    1.9767150808052327E-19   1.0923734715974455E-19   4.9379669939100175E-20   0
% Data
% c (mol/m^3) @ t=400, u1=0.01, u2=0.01, u3=0.01
1                         0.9487491342223413       0.8925296828452045       0.8321543417438363       0.768587293648247        0.7029063400663739       0.636257676319498        0.5698060186872351       0.5046832631987558       0.4419391021789917       0.3824970047618276       0.32711864955712383      0.2763792707159316       0.23065546733272513      0.19012590336054536      0.1547841153955246       0.1244615114174804       0.0988577554053019       0.07757522893653722      0.060154210069803773     0.046105791010534816     0.03494026503359767      0.026189593287647882     0.019423447633443055     0.014259080859906114     0.010365818409739887     0.00746527199122246      0.005328467958512587     0.003771013274058421     0.002647249937606813     0.0018441309478907744    0.0012753302941783252    8.759039735375627E-4     5.976624701419616E-4     4.0530078727079173E-4    2.7325646024012443E-4    1.832219954174625E-4     1.2221785353603258E-4    8.112791933796407E-5     5.3605161712493784E-5    3.5266206102795594E-5    2.3106571986118814E-5    1.5081324134303504E-5    9.807698627045998E-6     6.356370122706765E-6     4.106302242185076E-6     2.644675088139761E-6     1.6984331439778123E-6    1.0878014895807463E-6    6.949311891140857E-7     4.428805758222996E-7     2.816060039977207E-7     1.7867414089586938E-7    1.1313490146092293E-7    7.149800833818799E-8     4.5102229276278833E-8    2.8402085037921965E-8    1.7856212679581663E-8    1.120860742318747E-8     7.025400623825924E-9     4.397232597234801E-9     2.7485677698162583E-9    1.7158527121604199E-9    1.0698582324346724E-9    6.662997142757646E-10    4.145082373999768E-10    2.5759558409134034E-10   1.599210463269831E-10    9.918678665500625E-11    6.146118067719299E-11    3.805079100662719E-11    2.3537375692793716E-11   1.4547852157244125E-11   8.984631797924852E-12    5.5446678475010026E-12   3.419299726538674E-12    2.107157713491451E-12    1.2976762351838351E-12   7.986485392607745E-13    4.912189755287735E-13    3.019493984656707E-13    1.854991099401187E-13    1.1389553209904334E-13   6.989351487329501E-14    4.286868344881441E-14    2.6279907727814497E-14   1.610256036684234E-14    9.861887630274514E-15    6.037057620495458E-15    3.693993697480266E-15    2.259312471644926E-15    1.38122729763122E-15     8.440134919963924E-16    5.15439579960793E-16     3.14473949128603E-16     1.9145101686433352E-16   1.1588374611661293E-16   6.895551669053768E-17    3.8854679733432043E-17   1.779932268259637E-17    0
% Data
% c (mol/m^3) @ t=500, u1=0.01, u2=0.01, u3=0.01
1                         0.9580058658742029       0.9117827252672002       0.8618144528847729       0.8086961941345114       0.7531168769343729       0.6958368605206497       0.6376617363279525       0.5794135975603761       0.5219013208441006       0.4658915286545903       0.4120819048993461       0.3610784079578192       0.31337766810876627      0.2693554860034924       0.22926189560627952      0.19322276016134368      0.16124738212443854      0.1332411785018039       0.10902214777106274      0.08833966754580286      0.07089412905582858      0.0563560292758719       0.04438337733815346      0.03463658670710454      0.02679036992123764      0.020542482670128242     0.015619442878056616     0.01177955684845862      0.008813711594690372     0.006544445675914634     0.004823803786541957     0.003530430469493915     0.002566283252734143     0.0018532604838387829    0.0013299557072572138    9.486761585714153E-4     6.728018263538851E-4     4.7451473698588187E-4    3.3289490456602145E-4    2.3235788620346457E-4    1.6139673806791493E-4    1.1158599116640925E-4    7.680491010376543E-5     5.2639990174379205E-5    3.5931025329643655E-5    2.4430162901483693E-5    1.654849673335842E-5     1.1169540588870249E-5    7.513158601123927E-6     5.037129052954896E-6     3.366484888323538E-6     2.2431600191818206E-6    1.4903491132820483E-6    9.87441769125871E-7      6.524988407917392E-7     4.3007027387399117E-7    2.8277103844480685E-7    1.8548486481270774E-7    1.2139484811419731E-7    7.9277234099056E-8       5.1664181943826684E-8    3.360145490253457E-8     2.1811574896825965E-8    1.4132134665258282E-8    9.14008420520365E-9      5.9012332997563135E-9    3.803756071946012E-9     2.447854932416146E-9     1.5728470452803795E-9    1.009110239192805E-9     6.464939622330929E-10    4.1360471248843783E-10   2.6425430071483405E-10   1.686140450153424E-10    1.0745315518502492E-10   6.83937093861511E-11     4.348122207551049E-11    2.7611640780004078E-11   1.7514718672393267E-11   1.1098122535162373E-11   7.024987397118942E-12    4.442269995228653E-12    2.8063435140335363E-12   1.7711924489897136E-12   1.1168420435469353E-12   7.036073346889965E-13    4.4288659408640785E-13   2.785406453378556E-13    1.7503611973651374E-13   1.099047994730853E-13    6.895349600817896E-14    4.3224561555087344E-14   2.706923092795255E-14    1.6927440301923638E-14   1.0555472926684502E-14   6.536856566036008E-15    3.9716700308570036E-15   2.2771011822054808E-15   1.0554944913832338E-15   0
% Data
% c (mol/m^3) @ t=600, u1=0.01, u2=0.01, u3=0.01
