epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_max,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.23881347241174364,0.9472937051669247,0.7564139725468303,0.2613588106648378,0.8869680771611975,1.218283534438762,3.541147623455577,0.49
100,0.004651155175410074,0.00014311397715421198,0.3021163673058879,29.528232230835467,0.03257379632243028,0.012238122166934366,5.029033943021198e-14,0.3041136682806844,0.011226550694640628,134.71
200,0.0044351440041548364,0.00011777766571932853,0.3827377764076954,34.69625735634048,0.030013543582568632,0.008664550559265145,1.7042783615288044e-15,0.38401053725683604,0.006629592627891437,267.75
300,0.004361591872469796,0.00010380285218128607,0.4755256954767942,42.84981976778374,0.02913308329450311,0.006813778556172664,5.2695835441595735e-16,0.47646600212307466,0.005022852736052812,396.16
400,0.004343845425342593,9.415116129883652e-05,0.47411032768695155,42.539766867942184,0.028754543691430597,0.006774972877589648,3.9873902041766223e-16,0.4750298168113482,0.004848856244428408,488.82
500,0.004306900636754044,7.734946409865052e-05,0.5559230619863671,50.38001032781165,0.028648588979600754,0.005803644186563804,2.509912461585553e-16,0.5566910047635623,0.00567224282483809,593.89
600,0.004306897889559472,7.735409379849662e-05,0.5559651423727121,50.38384636771756,0.02865181789009067,0.005802972081771751,2.509338034317385e-16,0.5567331862633113,0.005671158834661956,608.22
700,0.004306896291795212,7.735333701073018e-05,0.5559802826471764,50.38520200292536,0.02865195665264247,0.005802875054334297,2.5090293201247746e-16,0.5567483117813248,0.0056707606644102624,624.53
800,0.004306894807517764,7.7352585163859e-05,0.5559925053211542,50.38628195020389,0.02865205159813207,0.005802790719334141,2.5087907964101944e-16,0.55676052160171,0.005670381094130131,638.4
900,0.004306893401996706,7.73518196251215e-05,0.5560023849423188,50.38714212125402,0.028652111463297627,0.005802717469101666,2.5086047601112943e-16,0.5567703899121054,0.005670021697982393,654.64
1000,0.004306892053142423,7.735103417849545e-05,0.55601037968431,50.3878266911468,0.028652143256904367,0.005802653823171959,2.508457851577987e-16,0.5567783745991723,0.005669683171531278,669.26
1100,0.004306890746613404,7.735022918045862e-05,0.5560168561099071,50.38837071821705,0.028652152585460437,0.0058025984461248245,2.5083399766307273e-16,0.5567848419945111,0.005669365515694117,685.02
1200,0.0043068894728894415,7.734940825447136e-05,0.5560221081321539,50.38880211178846,0.028652143921072893,0.005802550151118836,2.508243503264062e-16,0.556790085823423,0.005669068212322284,700.78
1300,0.0043068882254959345,7.734857642028491e-05,0.5560263717908157,50.38914314108174,0.028652120823150086,0.005802507895011822,2.508162660353734e-16,0.5567943419723251,0.0056687903770057824,715.65
1400,0.0043068869999129105,7.734773905303874e-05,0.5560298369089894,50.38941160914472,0.028652086121384635,0.005802470768586138,2.5080930856391225e-16,0.5567978001385826,0.005668530885009887,731.9
1500,0.004306885792897488,7.734690132654826e-05,0.556032656351678,50.3896217742151,0.0286520420655479,0.005802437984289732,2.5080314848569583e-16,0.5568006130838854,0.005668288470943822,745.95
1600,0.004306884602056715,7.734606793239116e-05,0.5560349533935406,50.38978507561185,0.028651990446676618,0.005802408863277755,2.5079753744525636e-16,0.5568029039979318,0.005668061804748466,762.41
1700,0.004306883425575406,7.734524296071268e-05,0.5560368275970832,50.38991070771111,0.028651932694353694,0.005802382822614382,2.5079228869187575e-16,0.5568047723733789,0.0056678495477843534,776.83
1800,0.004306882262039217,7.734442987018342e-05,0.5560383595010135,50.390006074209474,0.028651869954009722,0.0058023593632653666,2.5078726233628467e-16,0.556806298691583,0.0056676503926239765,793.04
1900,0.004306881110318814,7.734363150845926e-05,0.5560396143629093,50.390077148181845,0.028651803147993902,0.005802338059123539,2.507823541672603e-16,0.5568075481631303,0.00566746309002064,808.12
2000,0.004306879969491185,7.734285015509383e-05,0.5560406451431393,50.390128757360934,0.028651733023437063,0.005802318547243325,2.507774871706594e-16,0.5568085737100037,0.005667286465924194,823.22
2100,0.004306878838786976,7.734208757892258e-05,0.5560414948925178,50.39016481097566,0.02865166018971888,0.0058023005191473395,2.5077260506751575e-16,0.5568094183517799,0.005667119431136779,839.21
2200,0.004306877717553002,7.734134509724034e-05,0.5560421986595182,50.39018847992432,0.028651585147634686,0.005802283713235459,2.5076766739366787e-16,0.5568101171116345,0.005666960985489742,853.59
2300,0.004306876605225976,7.73406236342036e-05,0.5560427850169177,50.390202340229585,0.028651508312047325,0.00580226790818021,2.507626457477221e-16,0.5568106985419765,0.0056668102181273786,870.13
2400,0.004306875501313678,7.733992377620711e-05,0.5560432772857318,50.39020848742824,0.028651430029482467,0.0058022529171955755,2.507575209199148e-16,0.5568111859475405,0.005666666305123479,884.19
2500,0.0043068744053805985,7.733924582239399e-05,0.5560436945191918,50.3902086280679,0.028651350591819575,0.0058022385830728725,2.5075228069212483e-16,0.5568115983686606,0.0056665285053490375,900.59
2600,0.0043068733170378015,7.733858983025491e-05,0.5560440522927289,50.390204152823706,0.028651270246861486,0.005802224773923699,2.5074691815237524e-16,0.5568119513706623,0.0056663961552097806,915.51
2700,0.0043068722359347646,7.733795565545113e-05,0.5560443633412802,50.3901961952137,0.02865118920661102,0.0058022113795150616,2.5074143040464763e-16,0.5568122576806793,0.005666268662842665,930.92
2800,0.00430687116175321,7.73373429876162e-05,0.5560446380752104,50.390185678899556,0.02865110765372325,0.005802198308101902,2.507358175687242e-16,0.5568125277031611,0.005666145502070981,946.76
2900,0.004306870094202454,7.733675138162796e-05,0.5560448849985202,50.39017335586798,0.02865102574659236,0.0058021854837057235,2.50730082012227e-16,0.5568127699377384,0.0056660262064265835,961.29
3000,0.004306869033015252,7.733618028349608e-05,0.5560451110467882,50.39015983718848,0.028650943623311224,0.005802172843805747,2.5072422776372003e-16,0.5568129913168789,0.005665910363306491,977.47
