epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_max,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.20380524176968395,0.6718271162962364,0.8191196022174447,0.19624161490469993,0.9288184607726293,1.2703180719025078,3.6013765737508585,0.52
100,0.00578646919491052,0.001388732860425039,0.3023168182419438,29.532922285612408,0.030774149273197597,0.011206928736979533,0.00012072908910500953,0.304085706146557,0.015453100089121199,135.46
200,0.005444068063841671,0.00118287217860527,0.4307627516502306,43.44852813957779,0.028267699943785883,0.008138045489883672,9.794352333009849e-05,0.43176596490080055,0.010109026343031178,268.86
300,0.005276968670774684,0.0010483032376043995,0.526851176204672,51.99315866093456,0.027658843748691226,0.006889411033054409,6.605909795578251e-05,0.5276216844046004,0.007579333484429994,403.21
400,0.0051860642133024085,0.0009731708672164736,0.5732229494883729,54.22130979872259,0.027448439871055635,0.005834656748578953,2.888845843825226e-05,0.5739094098596236,0.00710468687113232,536.79
500,0.005134523480350488,0.0009297445219021189,0.5787319257423132,55.036809728686286,0.027116484617806462,0.005465932449816342,2.6284582536729166e-05,0.5793926326075085,0.006589776887971993,666.64
600,0.005084592978449681,0.0008830615292310416,0.5755917615021382,55.917814815693056,0.026279767301409372,0.00522763600053388,1.1032227690394292e-05,0.5762150903772086,0.006807492019090741,792.31
700,0.005029562219286571,0.0008338375113492675,0.590292319078429,56.9889268741952,0.02680636453768518,0.004920880388726918,7.755221200447156e-06,0.5909211607876814,0.0072766387137442766,923.13
800,0.004977021602441859,0.0007831279217384072,0.5843393984728411,56.3218687143331,0.02636658039781395,0.004818534084461615,6.138234976764427e-06,0.5849537994387909,0.008754076156110404,1045.76
900,0.004947282254262066,0.0007542584865360356,0.5945633069425428,56.54125740488823,0.02641193486886967,0.004747841407028875,4.450443338655584e-06,0.5951685965201814,0.00860201081999372,1155.98
1000,0.0049353297120124,0.0007420494573785023,0.6036177826641637,56.91098611173984,0.02666124649817552,0.004707449283319842,4.812633937514381e-06,0.6042246351442107,0.007830134003761946,1195.26
1100,0.0049353297120124,0.0007420494573785023,0.6036177826641637,56.91098611173984,0.02666124649817552,0.004707449283319842,4.812633937514381e-06,0.6042246351442107,0.007830134003761946,1200.2
1200,0.0049353297120124,0.0007420494573785023,0.6036177826641637,56.91098611173984,0.02666124649817552,0.004707449283319842,4.812633937514381e-06,0.6042246351442107,0.007830134003761946,1205.47
1233,0.0049353297120124,0.0007420494573785023,0.6036177826641637,56.91098611173984,0.02666124649817552,0.004707449283319842,4.812633937514381e-06,0.6042246351442107,0.007830134003761946,1207.34
