epoch,train_total,train_pde,proxy_pde_p90,proxy_pde_p50,proxy_pde_rms_excl,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,wall_s
0,nan,nan,0.39381300433063,0.11598472001796752,0.23477586446560864,0.7564139725468303,0.2613588106648378,0.8869680771611975,1.2578837696938316,0.47
100,0.004677918804423085,0.00017684392799353834,0.019161868869069662,0.00010720431531527548,0.053577903411915095,0.031655134871112676,0.012516113625322942,1.9244267729635881e-13,0.03906248689658339,134.63
200,0.004408402508973621,8.735965194271565e-05,0.01394129759713561,2.2094632444895346e-05,0.09435204860208861,0.030756640113487985,0.009266815777875127,1.7629280316541526e-14,0.035017203835023616,261.61
300,0.0043742157296576155,8.08112693515727e-05,0.012233781878006944,4.781142902586286e-06,0.10318409418576505,0.03028984198467877,0.008555097244481604,1.0077369881178729e-14,0.03376876715780421,372.58
400,0.004354821114850265,7.922320311628215e-05,0.011543552605072671,1.0498548531950043e-06,0.10557047133062215,0.030142775508945965,0.007971005442471884,6.882368523183768e-15,0.03324721717516684,454.7
500,0.004354821114850265,7.922320311628215e-05,0.011543552605072671,1.0498548531950043e-06,0.10557047133062215,0.030142775508945965,0.007971005442471884,6.882368523183768e-15,0.03324721717516684,460.97
600,0.004354821114850265,7.922320311628215e-05,0.011543552605072671,1.0498548531950043e-06,0.10557047133062215,0.030142775508945965,0.007971005442471884,6.882368523183768e-15,0.03324721717516684,467.18
700,0.004354821114850265,7.922320311628215e-05,0.011543552605072671,1.0498548531950043e-06,0.10557047133062215,0.030142775508945965,0.007971005442471884,6.882368523183768e-15,0.03324721717516684,472.93
795,0.004354821114850265,7.922320311628215e-05,0.011543552605072671,1.0498548531950043e-06,0.10557047133062215,0.030142775508945965,0.007971005442471884,6.882368523183768e-15,0.03324721717516684,478.7
