epoch,train_total,train_pde,proxy_pde_p90,proxy_pde_p50,proxy_pde_rms_excl,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,wall_s
0,nan,nan,0.8051896948085067,0.2856390584043889,0.44433629481925474,0.7111437799824317,0.7998653297317931,0.6581373067741086,1.4923086747413703,0.44
100,0.0047843354244634356,0.0002749285234326084,0.01950052176235956,0.00012844849841992748,0.15832166909624462,0.0345060742035716,0.010985444102458978,4.540934244980302e-06,0.04112930231228075,133.11
200,0.0044110436668815525,0.00012112226377756144,0.014724951003979803,0.00010514535686285156,0.23825089666874885,0.030900294405286237,0.007491421302049174,1.2647683139234945e-06,0.03503960289625732,265.07
300,0.004313557214713156,9.342138768753493e-05,0.011600202914521296,0.00010059618512126,0.29252183718760033,0.02872305395893345,0.005553098744072935,1.2596022888599015e-06,0.03147086658536579,394.83
400,0.0042660715298445,7.061281616460605e-05,0.009765885677126477,0.00015876423932813054,0.30725273531286806,0.027112571060595926,0.004765687955853958,3.841584031637101e-06,0.029209173713491233,514.85
500,0.004263728923206142,6.95722208526123e-05,0.009780308104172075,0.00015464728248929777,0.30712789567163634,0.026962046794107516,0.004695587715517659,3.934469797164209e-06,0.02906294811980282,540.81
600,0.004263728923206142,6.95722208526123e-05,0.009780308104172075,0.00015464728248929777,0.30712789567163634,0.026962046794107516,0.004695587715517659,3.934469797164209e-06,0.02906294811980282,545.38
700,0.004263728923206142,6.95722208526123e-05,0.009780308104172075,0.00015464728248929777,0.30712789567163634,0.026962046794107516,0.004695587715517659,3.934469797164209e-06,0.02906294811980282,551.86
800,0.004263728923206142,6.95722208526123e-05,0.009780308104172075,0.00015464728248929777,0.30712789567163634,0.026962046794107516,0.004695587715517659,3.934469797164209e-06,0.02906294811980282,558.53
821,0.004263728923206142,6.95722208526123e-05,0.009780308104172075,0.00015464728248929777,0.30712789567163634,0.026962046794107516,0.004695587715517659,3.934469797164209e-06,0.02906294811980282,560.09
