epoch,total_loss,pde_loss,ic_loss,inlet_bc_loss,outlet_bc_loss
1,9.789338111877441,3.6717846393585205,1.2952779531478882,1.120955228805542,3.7013208866119385
2,9.240575790405273,3.4842402935028076,1.2226933240890503,1.051609754562378,3.4820332527160645
3,8.708761215209961,3.3017799854278564,1.152500033378601,0.984686017036438,3.2697949409484863
4,8.194160461425781,3.124502420425415,1.0847307443618774,0.9202132225036621,3.064713478088379
5,7.697011470794678,2.952497959136963,1.0194145441055298,0.8582159876823425,2.8668832778930664
6,7.217520713806152,2.7858476638793945,0.9565752744674683,0.7987141013145447,2.6763832569122314
7,6.755856513977051,2.6246230602264404,0.8962317705154419,0.7417225241661072,2.493278980255127
8,6.312150001525879,2.4688827991485596,0.8383971452713013,0.6872508525848389,2.3176190853118896
9,5.886496067047119,2.318676471710205,0.7830796241760254,0.6353029608726501,2.1494369506835938
10,5.478948593139648,2.174041509628296,0.7302811145782471,0.5858775973320007,1.988748550415039
11,5.089519500732422,2.035001754760742,0.6799978017807007,0.5389676094055176,1.8355520963668823
12,4.718179702758789,1.9015706777572632,0.6322205066680908,0.49455949664115906,1.6898293495178223
13,4.3648576736450195,1.773747444152832,0.5869329571723938,0.4526342749595642,1.551543116569519
14,4.02943754196167,1.6515194177627563,0.5441135168075562,0.4131666123867035,1.420638084411621
15,3.7117600440979004,1.5348597764968872,0.5037341117858887,0.37612536549568176,1.2970408201217651
16,3.411623954772949,1.4237295389175415,0.4657609462738037,0.3414730131626129,1.1806604862213135
17,3.128783941268921,1.3180761337280273,0.4301537573337555,0.3091663122177124,1.071387767791748
18,2.8629543781280518,1.2178353071212769,0.39686688780784607,0.2791561186313629,0.9690960645675659
19,2.61380672454834,1.122929334640503,0.36584851145744324,0.2513873875141144,0.8736415505409241
20,2.380974292755127,1.0332688093185425,0.3370417058467865,0.22579962015151978,0.7848641276359558
21,2.164050340652466,0.9487521648406982,0.31038400530815125,0.2023269385099411,0.7025872468948364
22,1.9625928401947021,0.869266927242279,0.28580790758132935,0.18089821934700012,0.6266198754310608
23,1.776125431060791,0.7946898937225342,0.26324132084846497,0.1614377796649933,0.5567564368247986
24,1.6041386127471924,0.7248877286911011,0.24260762333869934,0.14386531710624695,0.4927780032157898
25,1.4460943937301636,0.659717857837677,0.22382618486881256,0.12809649109840393,0.4344538152217865
26,1.3014272451400757,0.5990290641784668,0.20681282877922058,0.11404337733983994,0.38154199719429016
27,1.169548511505127,0.5426623821258545,0.19148023426532745,0.10161484777927399,0.33379101753234863
28,1.0498483180999756,0.4904519319534302,0.17773839831352234,0.09071711450815201,0.2909408211708069
29,0.9417005777359009,0.4422260522842407,0.16549521684646606,0.08125431835651398,0.2527250349521637
30,0.8444659113883972,0.3978080451488495,0.1546570062637329,0.0731290951371193,0.21887171268463135
31,0.7574945688247681,0.3570170998573303,0.14512899518013,0.06624309718608856,0.1891053020954132
32,0.6801318526268005,0.3196696937084198,0.13681606948375702,0.06049774959683418,0.16314835846424103
33,0.6117215156555176,0.28558045625686646,0.1296232044696808,0.05579482391476631,0.14072304964065552
34,0.5516090989112854,0.2545628249645233,0.123456209897995,0.05203709378838539,0.1215529814362526
35,0.4991469979286194,0.22643089294433594,0.11822230368852615,0.049128927290439606,0.10536488890647888
36,0.45369774103164673,0.20099987089633942,0.11383061110973358,0.046977054327726364,0.09189020842313766
37,0.4146377146244049,0.17808730900287628,0.11019276082515717,0.04549095779657364,0.08086668699979782
38,0.38136106729507446,0.15751393139362335,0.1072235032916069,0.044583678245544434,0.07203994691371918
39,0.3532826900482178,0.13910464942455292,0.10484105348587036,0.04417211934924126,0.06516487896442413
40,0.3298414945602417,0.12268935889005661,0.10296763479709625,0.04417768865823746,0.06000681221485138
41,0.3105030953884125,0.10810378938913345,0.10152985155582428,0.044526614248752594,0.05634282901883125
42,0.2947620749473572,0.09519009292125702,0.10045900195837021,0.04515032842755318,0.05396265536546707
43,0.28214406967163086,0.08379751443862915,0.09969129413366318,0.04598576948046684,0.05266948789358139
44,0.2722071409225464,0.07378286123275757,0.09916812181472778,0.0469755120575428,0.05228065699338913
45,0.2645431458950043,0.06501096487045288,0.09883616119623184,0.048067960888147354,0.052628058940172195
46,0.2587781846523285,0.057354897260665894,0.09864743053913116,0.04921739548444748,0.05355847254395485
47,0.2545728087425232,0.050696223974227905,0.09855921566486359,0.05038382112979889,0.054933540523052216
48,0.2516219913959503,0.044925034046173096,0.09853408485651016,0.051533039659261703,0.056629832834005356
49,0.24965466558933258,0.039940107613801956,0.09853973239660263,0.05263639986515045,0.058538418263196945
50,0.24843239784240723,0.03564862906932831,0.0985487550497055,0.05367047339677811,0.0605645515024662
51,0.24774852395057678,0.03196609765291214,0.09853839129209518,0.05461692437529564,0.06262709945440292
52,0.24742631614208221,0.02881605178117752,0.09849032759666443,0.0554620586335659,0.06465788185596466
53,0.24731740355491638,0.02612973004579544,0.09839030355215073,0.056196555495262146,0.06660080701112747
54,0.24729962646961212,0.023845789954066277,0.09822779893875122,0.05681493133306503,0.06841109693050385
