epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_max,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.36967612762766594,0.7351824655066393,0.6043950662044997,0.3996300591362579,0.8694335191477702,1.1906186055043206,2.882026929214182,0.54
100,0.00852623989382585,0.004096921895255535,0.3094176544155427,25.29981991505123,0.02957705157858263,0.013063305276774673,0.00034832262646446296,0.3111026488436006,0.04075676857911993,136.11
200,0.007887419470596414,0.0036031412571697692,0.5058325868204312,43.01350785315014,0.02906634179823014,0.008918794908227298,0.0001492450847549247,0.5067455232083368,0.028747124864147718,270.28
300,0.007186469618532971,0.0029335970018222516,0.5646695354091757,47.57304196994045,0.02865268765931053,0.007621719860987106,0.00042156537341612446,0.5654475475765368,0.020142258904076938,404.08
400,0.006495035155776333,0.0022602346929453503,0.645298009397342,50.01190390315928,0.028364416861807958,0.0066830385863716766,0.0009341257819317587,0.6459563426980232,0.01528998541489419,538.15
500,0.00599028065765836,0.0017687136225036692,0.6938673683178663,51.156621725281155,0.028219435794299134,0.005961054365299999,0.0010011678957677983,0.6944672763199227,0.012516102848920593,671.31
600,0.005808775052782653,0.0016066461390494297,0.7490395594193813,54.83317288821379,0.027180332927161977,0.0049125458339464665,0.0007009999386627285,0.749548968767683,0.013624615919595273,806.52
700,0.0056867405631958415,0.0014896107962977568,0.7631564243777689,54.186554194173475,0.0269985023551483,0.0045768114165466185,0.00046171049592614157,0.7636476986004782,0.013115362723436993,939.54
800,0.0055551857194908886,0.0013575301452215128,0.7495468247066653,52.5786351346803,0.027459875947652854,0.004493912334650929,0.00039375597530548706,0.7500632223397868,0.01314512444506349,1071.61
900,0.005400929492219391,0.001207930255100742,0.7536567086814556,54.289070454738315,0.026788429097334764,0.0041359957941549666,0.0003664996563070949,0.7541440812320115,0.012826732345019964,1203.83
1000,0.005240904656752452,0.0010512448726559976,0.7713307192526373,54.101927228501815,0.026849257558094714,0.003784179969574248,0.0003495115814108117,0.7718072319372237,0.015503368006078613,1339.83
1100,0.00511381348350122,0.0009242894621773813,0.7678190688641431,50.05987865541185,0.02722524830868153,0.003605420418736444,0.0003239418370581705,0.7683101201022792,0.015645090015683035,1472.49
1200,0.004991940894572927,0.000805977652193509,0.7842653054912522,48.19281815471227,0.02654289365291424,0.0032525940692989396,0.00022415454303956553,0.7847211123795483,0.016525803397996912,1606.53
1300,0.004856488817266464,0.00066854054417933,0.7654856771762124,47.31093322780881,0.026565194164590314,0.0033281349869095024,0.00016532226849863693,0.7659537422826984,0.014897934945314436,1738.79
1400,0.004738615536240578,0.0005509439276328568,0.7468056082521869,47.42755078773768,0.02711503747882513,0.0033688712871419975,0.0001805206599244007,0.7473053081946193,0.016034981937735046,1873.38
1500,0.0046508495774472665,0.00046453565382042334,0.7595564065742983,47.70150073496063,0.02682032064875953,0.003281133647359931,0.00020434911588085842,0.7600368885549806,0.017947343652384967,2004.73
1600,0.004593276150686575,0.000409547277351172,0.7858762066680793,49.00545296237349,0.026484626127888235,0.0030504775570589448,0.00021799443734258297,0.7863283032951596,0.019104310725560632,2137.92
1700,0.004560713679075786,0.0003776573457562851,0.7880680913432564,49.35232235996272,0.026977534829619464,0.002943940537987898,0.00020041376706789822,0.7885352312550502,0.019039953558142347,2260.21
1800,0.004527514914556272,0.0003465940034711215,0.8185964761749935,52.62579019886333,0.02671686392780412,0.0028023212300619187,0.00017959794582642804,0.8190371584268641,0.01901447169912404,2380.21
1900,0.004505524013371299,0.00032445673114241233,0.8187411681783795,53.449863619677565,0.026707835497674203,0.0028408301379505216,0.00016240523854335742,0.8191816072388359,0.01927442271693361,2493.67
2000,0.0044740221380102285,0.0002924680279995743,0.8101136600643845,55.96071350147382,0.026722216758445612,0.002910362393861793,0.00011784264458690573,0.8105595000908637,0.018760322871500763,2612.51
2100,0.004451783832430502,0.0002699569999629488,0.8028831527434963,55.71782099508706,0.026500990407094874,0.003058248891743788,9.81635801849454e-05,0.8033262238806012,0.017912794088472298,2724.56
2200,0.004433004357845197,0.0002498750149850022,0.7897277796216446,55.67144353185385,0.026394657352765576,0.0032561397380215344,9.155578403942387e-05,0.7901754581555656,0.017132746212504435,2823.92
2300,0.004429343327635282,0.00024565751011682653,0.7857279334770088,55.71441534893014,0.02656960941803924,0.0033217279226394583,9.094721124681947e-05,0.7861840571637567,0.01700129298347601,2860.62
2400,0.004429343327635282,0.00024565751011682653,0.7857279334770088,55.71441534893014,0.02656960941803924,0.0033217279226394583,9.094721124681947e-05,0.7861840571637567,0.01700129298347601,2866.95
2500,0.004429343327635282,0.00024565751011682653,0.7857279334770088,55.71441534893014,0.02656960941803924,0.0033217279226394583,9.094721124681947e-05,0.7861840571637567,0.01700129298347601,2872.54
2535,0.004429343327635282,0.00024565751011682653,0.7857279334770088,55.71441534893014,0.02656960941803924,0.0033217279226394583,9.094721124681947e-05,0.7861840571637567,0.01700129298347601,2874.63
