epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_max,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.21848267467706195,0.6725076875385534,0.7044646158592018,0.2098063163914488,0.8160403236356667,1.1197971130204114,1.9218916585413588,0.45
100,0.005328478880896484,0.0009979138824995186,0.06940420708253292,3.9157460289093033,0.030306534073118212,0.007917658024951027,8.424914471886523e-05,0.07614542911297201,0.01699127730542544,135.1
200,0.005089033912572747,0.0008266817838588224,0.08414488633390393,6.511659344059986,0.029028867109461967,0.006293934926043179,2.4989239145714757e-05,0.08923368905923229,0.014760550131687955,269.07
300,0.005002922458007738,0.0007647519713072649,0.09127873197398585,7.468313341896868,0.02903513009870053,0.005772829859211895,1.6190273894601036e-05,0.09595921799043378,0.013591294400773479,402.63
400,0.004950261692816902,0.0007193259196721208,0.09175443763929009,7.629261743465695,0.029006886048138756,0.005504601733861663,1.59447727246144e-05,0.09638764007483683,0.011911351195201269,518.62
500,0.004897138914051243,0.0006788399690052763,0.09593567816377131,8.107149675130918,0.02860062305877896,0.005179040567015519,1.482877337235562e-05,0.10024207033566485,0.010568359396947863,648.31
600,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,7.97865457533928,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.09955630693657645,0.010628042556050198,696.57
700,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,7.97865457533928,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.09955630693657645,0.010628042556050198,703.08
800,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,7.97865457533928,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.09955630693657645,0.010628042556050198,709.31
833,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,7.97865457533928,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.09955630693657645,0.010628042556050198,711.28
