epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_rms_excl,proxy_pde_max_excl,proxy_pde_p50,proxy_pde_p90,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.23881347241174364,0.23477586446560864,0.9074532728562933,0.11598472001796752,0.39381300433063,0.7564139725468303,0.2613588106648378,0.8869680771611975,1.21749850193535,3.541147623455577,0.41
100,0.004651155175410074,0.00014311397715421198,0.3021163673058879,0.12927588683654623,10.227746173342318,2.107654631227085e-06,0.016764985327499482,0.03257379632243028,0.012238122166934366,5.029033943021198e-14,0.1338771031894681,0.011226550694640628,135.68
200,0.0044351440041548364,0.00011777766571932853,0.3827377764076954,0.2161237060674495,14.529637520148981,1.1484513853364939e-08,0.010978792254167993,0.030013543582568632,0.008664550559265145,1.7042783615288044e-15,0.2183697404841296,0.006629592627891437,269.91
300,0.004361591872469796,0.00010380285218128607,0.4755256954767942,0.2710996295023509,17.960329824455386,1.4404309427967322e-09,0.01005130479969929,0.02913308329450311,0.006813778556172664,5.2695835441595735e-16,0.27274562001390407,0.005022852736052812,398.78
400,0.004343845425342593,9.415116129883652e-05,0.47411032768695155,0.27559682290824006,17.971937733825218,4.955725318696335e-10,0.009334934754534868,0.028754543691430597,0.006774972877589648,3.9873902041766223e-16,0.27717563536052425,0.004848856244428408,494.36
500,0.004306900636754044,7.734946409865052e-05,0.5559230619863671,0.30953975166585634,20.523508799790278,5.280826193056398e-11,0.009747730716431355,0.028648588979600754,0.005803644186563804,2.509912461585553e-16,0.31091684064670144,0.00567224282483809,598.08
600,0.004306897889559472,7.735409379849662e-05,0.5559651423727121,0.3095436610661693,20.524800580240868,5.295857844413581e-11,0.009737127992797301,0.02865181789009067,0.005802972081771751,2.509338034317385e-16,0.3109210177193498,0.005671158834661956,613.9
700,0.004306896291795212,7.735333701073018e-05,0.5559802826471764,0.30954626909792055,20.52526836211484,5.298718722252919e-11,0.009731291933220254,0.02865195665264247,0.005802875054334297,2.5090293201247746e-16,0.31092362517403427,0.0056707606644102624,629.39
800,0.004306894807517764,7.7352585163859e-05,0.5559925053211542,0.30954852071159894,20.525652853434735,5.3013921669685374e-11,0.009730891406490472,0.02865205159813207,0.005802790719334141,2.5087907964101944e-16,0.3109258739887268,0.005670381094130131,644.45
900,0.004306893401996706,7.73518196251215e-05,0.5560023849423188,0.30955046957545046,20.525969593469018,5.3038595787487286e-11,0.009731923899576542,0.028652111463297627,0.005802717469101666,2.5086047601112943e-16,0.310927818369012,0.005670021697982393,660.83
