epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_rms_excl,proxy_pde_max_excl,proxy_pde_p50,proxy_pde_p90,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.4406734924784732,0.4406013706798443,0.6554780346087541,0.4127159277426264,0.6020060262274807,0.437389058812633,0.43091207715423147,0.71066319973338,1.0373842867070133,1.3740513518707966,0.56
100,0.006210787263523585,0.001793951958519693,0.07157992146609458,0.04012236007732191,0.7605774590320445,0.0039057289057689874,0.04623876771161439,0.029591806434752756,0.012263768801600529,7.407958965894837e-05,0.05134086383428763,0.02072326009173666,135.26
200,0.005685177273857112,0.0013279844909468194,0.06129798316992581,0.03748215670400109,0.7525468332918447,0.0029681717610156033,0.03836478231860818,0.02842937338311485,0.011257422634185941,3.6810225233034136e-05,0.04837222613749771,0.01922433292338998,269.26
300,0.005320384276295747,0.0010074305014043283,0.05683484330430334,0.03600842216636867,0.7628484313327378,0.0028722848927993415,0.03211310846223325,0.02771952090034004,0.010185418901791523,2.3793164615392695e-05,0.046569535430101436,0.015342810757965702,403.89
400,0.005100330806757888,0.0008121634725887716,0.07636730586442497,0.03622620611837963,0.8513702362328592,0.0017725346881363423,0.032110752919401936,0.02760532561456711,0.009316537891995285,2.611612722376539e-06,0.046488599646914576,0.013243900162040642,538.73
500,0.004940137366688341,0.0006773974085493177,0.05358804017998141,0.03674293163456541,0.9709432399595341,0.0008518713464546121,0.032697622749889355,0.02658753805994653,0.00844460820194523,7.297308728013284e-07,0.04613297750425741,0.0117571658018095,671.91
600,0.004773571228553246,0.0005282491283623266,0.0427107275280717,0.03617005367665377,0.9902973348117868,0.0010296311290370896,0.026835150074806524,0.02754794525732995,0.007839840828800572,6.799331239177472e-07,0.04613702608053644,0.009764942108095422,807.37
700,0.0046907006085058385,0.000456283793860413,0.03881576114112472,0.035858845477979795,1.0129857481156515,0.0013824248867045441,0.025641329503726926,0.026884561580793758,0.007471010792874556,9.813497195566966e-07,0.0454362460337055,0.009131548515142465,939.05
800,0.004640997240454666,0.0004055022487064667,0.037090433203177835,0.03508466967072105,0.981857807877641,0.0015995421565666301,0.025956638340066382,0.026853710794977833,0.007554903426251518,1.1607947382868337e-06,0.044823346556134715,0.009947067938300878,1065.97
900,0.004605072654637595,0.00037241514161208086,0.03496073940614604,0.03335018699467742,0.9071102207222188,0.0018617650136318886,0.024120528985935086,0.02716549792648065,0.007406130354027022,1.3599734296341617e-06,0.04364687868386402,0.009833258863540558,1179.43
1000,0.004564395062610636,0.0003373482863699976,0.03501353153229986,0.032166602611643245,0.9471304130139354,0.0020556113027785407,0.02255746312048766,0.026845646951855175,0.007126191279944714,1.214204466938846e-06,0.04249896101637871,0.00946752877278984,1310.53
1100,0.004524269278053445,0.00030085396861682945,0.03577462718297759,0.032177275336834024,1.0406790408177566,0.001965711283827552,0.02255312297939343,0.026737128813789972,0.006960094297124296,6.108283296825152e-07,0.04241101293656635,0.009289984854090301,1438.76
1200,0.004495240108547633,0.0002734581472932117,0.036559139423409964,0.03155371972111466,1.102469230658827,0.001823054916707978,0.022646613216223466,0.026809953523242825,0.0068975054221302595,5.599737233955165e-07,0.04197602193537386,0.0094549910397891,1559.7
1300,0.004466884670577387,0.00025038094651449674,0.0403457516304154,0.030741724678156786,1.0905303823668837,0.0016342888690818165,0.021405005459143422,0.026695378921989612,0.006604253287759991,6.632577116943886e-07,0.041246976300148355,0.008978252628125566,1659.73
1400,0.004466884670577387,0.00025038094651449674,0.0403457516304154,0.030741724678156786,1.0905303823668837,0.0016342888690818165,0.021405005459143422,0.026695378921989612,0.006604253287759991,6.632577116943886e-07,0.041246976300148355,0.008978252628125566,1665.13
1500,0.004466884670577387,0.00025038094651449674,0.0403457516304154,0.030741724678156786,1.0905303823668837,0.0016342888690818165,0.021405005459143422,0.026695378921989612,0.006604253287759991,6.632577116943886e-07,0.041246976300148355,0.008978252628125566,1671.74
1578,0.004466884670577387,0.00025038094651449674,0.0403457516304154,0.030741724678156786,1.0905303823668837,0.0016342888690818165,0.021405005459143422,0.026695378921989612,0.006604253287759991,6.632577116943886e-07,0.041246976300148355,0.008978252628125566,1676.62
