epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_rms_excl,proxy_pde_max_excl,proxy_pde_p50,proxy_pde_p90,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.21848267467706195,0.21657440400978636,0.6233673949785706,0.19386986128135808,0.28546686525522397,0.7044646158592018,0.2098063163914488,0.8160403236356667,1.1194263565179263,1.9218916585413588,0.56
100,0.005328478880896484,0.0009979138824995186,0.06940420708253292,0.05359361685676547,2.3609805166209616,0.0028492180637523026,0.043665498191518104,0.030306534073118212,0.007917658024951027,8.424914471886523e-05,0.062076228798416136,0.01699127730542544,135.8
200,0.005089033912572747,0.0008266817838588224,0.08414488633390393,0.0585807331050205,4.198756057117461,0.0020027711981292023,0.03729396389369383,0.029028867109461967,0.006293934926043179,2.4989239145714757e-05,0.06568098399153127,0.014760550131687955,270.86
300,0.005002922458007738,0.0007647519713072649,0.09127873197398585,0.06150826741568945,4.954844850477716,0.0017471210526326941,0.03495602221815832,0.02903513009870053,0.005772829859211895,1.6190273894601036e-05,0.06826149402874805,0.013591294400773479,403.53
400,0.004950261692816902,0.0007193259196721208,0.09175443763929009,0.062212706358840755,5.264420159778352,0.0015394872535291967,0.030693506639626,0.029006886048138756,0.005504601733861663,1.59447727246144e-05,0.06886306096293761,0.011911351195201269,525.74
500,0.004897138914051243,0.0006788399690052763,0.09593567816377131,0.0648711818421776,5.550720945191978,0.0013379639382031204,0.030289992073684963,0.02860062305877896,0.005179040567015519,1.482877337235562e-05,0.0710850796865175,0.010568359396947863,657.86
600,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,0.06491833234257681,5.442404202684031,0.0013171057840588168,0.03037737662293767,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.07110402985691984,0.010628042556050198,704.14
700,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,0.06491833234257681,5.442404202684031,0.0013171057840588168,0.03037737662293767,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.07110402985691984,0.010628042556050198,709.05
800,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,0.06491833234257681,5.442404202684031,0.0013171057840588168,0.03037737662293767,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.07110402985691984,0.010628042556050198,714.98
833,0.0048845638152678235,0.0006679926751814764,0.09523688919267222,0.06491833234257681,5.442404202684031,0.0013171057840588168,0.03037737662293767,0.028549972416752233,0.005127577679824184,1.4487668885348595e-05,0.07110402985691984,0.010628042556050198,716.98
