epoch,train_total,train_pde,proxy_pde_rms,proxy_pde_rms_excl,proxy_pde_max_excl,proxy_pde_p50,proxy_pde_p90,proxy_ic_rms,proxy_inlet_rms,proxy_outlet_rms,proxy_combined,true_rel_l2,wall_s
0,nan,nan,0.2462026412908125,0.24485245536565578,0.6813052090864189,0.1857551485893242,0.39688993815393253,0.701094761542767,0.3067859838142603,0.8434849864441628,1.1649339688509786,3.0359682605633824,0.52
100,0.0063582384257614,0.0017028745626879323,0.44272430295126847,0.19714194455192,16.283521888965634,0.004386634323675341,0.05374817336221755,0.033676916840965146,0.012598433886553219,2.265059053059232e-07,0.20039411559741652,0.01702500640422743,135.63
200,0.005741557265235716,0.0013367617229451663,0.5778142254661491,0.24609053885643595,22.069255117650094,0.0035703032355919656,0.047550270431300445,0.03193033739144854,0.009089787445195603,2.5525599500981076e-07,0.24831980186132305,0.013358655837376424,270.11
300,0.0055248639725849116,0.001240733078033872,0.6547286854452666,0.2517881149308759,24.745841553674424,0.0039512008417187505,0.048775413992004746,0.02920892116380276,0.00812008917775465,1.378332936256759e-06,0.2536066871085061,0.013599657850233737,404.99
400,0.0054342646753471795,0.001186925865840394,0.6844934457210625,0.2633137284830583,25.661525926928988,0.0035412904769070164,0.04423748344910579,0.02791078247521673,0.007303697855942934,1.5588801998845773e-06,0.2648895531930801,0.013722220774386906,540.44
500,0.005355111219833944,0.0011259763599767091,0.7411973418720217,0.2868422004536926,27.960911410177204,0.002811982097038953,0.04115570060098065,0.02653586001148138,0.006808756567168935,1.004065423749585e-06,0.2881474605035838,0.013283810868400414,673.8
600,0.00528055131265041,0.0010683984419466385,0.8060873694508991,0.3271962956137622,30.33520678378873,0.002088242574788852,0.03969500963466971,0.025527592794733576,0.006044287732208371,8.688521849610683e-07,0.3282462601039147,0.012482012536195476,808.46
700,0.0052221903873700985,0.0010197773341212467,0.8488766734151009,0.36470015265736816,31.760536949713593,0.00174335741493796,0.04088491748847711,0.025459939241986675,0.005533105471082437,8.813806512259124e-07,0.3656296283282363,0.01265309436072089,932.8
800,0.005183907093754007,0.0009861846714700358,0.8631028795386412,0.36731118541428043,31.21418832433873,0.001524910396313842,0.03943953707913722,0.025502060924801957,0.005193501083798305,8.162065959967708e-07,0.36823203893201606,0.0125350467457068,1059.97
900,0.0051376201324434415,0.0009429308894442329,0.8808224165949049,0.37436725505163637,30.664718316879245,0.0015174345645859685,0.03803967479122257,0.02510766931312776,0.005021021862606473,7.276135598903367e-07,0.3752418518426596,0.011216023442968074,1192.62
1000,0.005103865181813707,0.000911513565505975,0.8879838788714083,0.3745873379720022,30.182887649923146,0.0014223689738892121,0.037046724257346224,0.024980039165271813,0.004794351588686061,6.960248740743371e-07,0.3754499459758783,0.01101982324010574,1319.19
1100,0.005094248960549719,0.0009016640020288187,0.8912646308680175,0.3720224611772641,30.02708699976863,0.0014417615688502288,0.03583766848352926,0.024763898755185944,0.0047753841064215406,7.030442826209935e-07,0.37287634223131433,0.01057823907025293,1368.43
1200,0.005094248960549719,0.0009016640020288187,0.8912646308680175,0.3720224611772641,30.02708699976863,0.0014417615688502288,0.03583766848352926,0.024763898755185944,0.0047753841064215406,7.030442826209935e-07,0.37287634223131433,0.01057823907025293,1375.05
1300,0.005094248960549719,0.0009016640020288187,0.8912646308680175,0.3720224611772641,30.02708699976863,0.0014417615688502288,0.03583766848352926,0.024763898755185944,0.0047753841064215406,7.030442826209935e-07,0.37287634223131433,0.01057823907025293,1381.7
1342,0.005094248960549719,0.0009016640020288187,0.8912646308680175,0.3720224611772641,30.02708699976863,0.0014417615688502288,0.03583766848352926,0.024763898755185944,0.0047753841064215406,7.030442826209935e-07,0.37287634223131433,0.01057823907025293,1384.78
